fam_ID__	seq_ct	present	below	equal	above	glyma	phavu	vigan	vigra	vigun	cajca	medtr	cicar	tripr	lotja	lupan	aradu	araip	arahy
L_TDRLNW	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_TDWD8J	15	13	12	2	0	1	1	1	1	1	1	1	0	1	1	2	1	1	2	
L_TDY6MF	15	12	11	3	0	2	1	1	1	1	1	1	1	1	0	2	1	0	2	
L_TDZ53D	12	11	13	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	2	
L_TF00B1	12	11	13	1	0	1	1	1	1	1	2	1	1	1	0	1	1	0	0	
L_TF2BJT	11	5	10	3	1	2	0	0	0	4	2	0	0	1	0	2	0	0	0	
L_TF6GTQ	11	10	13	1	0	2	1	0	1	1	1	1	1	1	1	1	0	0	0	
L_TFBT93	12	11	13	1	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	
L_TFCGG5	15	12	11	3	0	2	1	0	0	1	1	1	1	1	2	2	1	1	1	
L_TFFGZW	12	11	13	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	2	
L_TFJL2Y	10	9	13	1	0	1	1	0	1	1	1	2	1	1	0	1	0	0	0	
L_TFNLS3	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TFNW3J	14	13	13	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	
L_TFP7K0	11	9	13	0	1	1	0	1	0	1	1	1	1	1	1	3	0	0	0	
L_TFQB3Z	13	11	12	2	0	2	1	1	0	1	1	1	0	1	1	2	1	0	1	
L_TFTL7V	10	8	12	2	0	2	1	1	0	1	1	2	1	1	0	0	0	0	0	
L_TFZL10	10	9	13	1	0	2	1	1	0	1	1	1	1	1	0	1	0	0	0	
L_TG170T	13	11	12	2	0	2	1	1	1	1	1	1	1	2	1	1	0	0	0	
L_TG23KV	14	13	13	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	
L_TG3N14	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TG62FG	11	9	13	0	1	0	1	0	1	1	1	1	1	1	3	1	0	0	0	
L_TG6KGZ	10	8	12	2	0	2	1	0	0	1	0	2	1	1	1	1	0	0	0	
L_TG6R5Z	15	13	12	2	0	2	1	1	1	1	0	1	1	1	1	1	1	1	2	
L_TG7YL2	10	8	12	2	0	1	0	0	0	0	0	1	1	1	0	1	2	1	2	
L_TG8KWY	11	9	12	2	0	1	1	1	0	1	0	2	1	0	0	0	1	1	2	
L_TGDYM3	10	9	13	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	2	
L_TGF14C	11	8	11	3	0	0	0	0	0	0	0	1	2	1	1	2	1	1	2	
L_TGHLWW	11	10	13	1	0	2	1	1	1	1	1	0	0	0	1	0	1	1	1	
L_TGHRG2	11	10	13	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	2	
L_TGK51G	11	10	13	1	0	2	1	0	0	1	1	1	1	1	1	1	0	1	0	
L_TGP55S	11	7	12	1	1	1	0	0	0	0	1	1	0	4	0	1	0	1	2	
L_TGQTMH	12	10	12	2	0	2	1	1	1	1	1	0	1	1	0	1	0	0	2	
L_TGR9JG	10	9	13	1	0	2	1	1	1	1	1	1	1	0	1	0	0	0	0	
L_TGTGYM	11	9	12	2	0	2	1	1	1	1	2	1	0	1	1	0	0	0	0	
L_TGTV35	11	10	13	1	0	2	1	1	1	1	1	1	0	0	1	1	0	0	1	
L_TGVMZJ	12	10	12	2	0	2	1	1	1	1	1	2	0	1	1	1	0	0	0	
L_TGWMFS	11	9	12	2	0	2	1	1	0	1	1	1	0	1	0	2	0	0	1	
L_TGZQ4B	10	8	12	2	0	0	0	0	0	0	0	1	1	1	1	2	1	1	2	
L_TGZTQH	10	8	12	2	0	2	1	0	0	0	0	0	1	1	0	1	1	1	2	
L_TH2ZC7	10	9	13	1	0	2	1	1	1	1	1	1	0	1	1	0	0	0	0	
L_TH74KV	12	11	13	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	2	
L_TH7B6P	10	9	13	1	0	2	1	1	1	1	1	1	1	1	0	0	0	0	0	
L_THB784	15	11	11	2	1	2	3	1	1	1	1	2	0	1	1	0	0	1	1	
L_THBB5Y	13	11	12	2	0	2	1	0	1	1	1	1	1	1	0	0	1	1	2	
L_THBBXB	10	9	13	1	0	2	1	1	1	1	0	1	1	1	1	0	0	0	0	
L_THD1X6	13	11	12	2	0	2	1	1	0	1	1	1	1	1	0	1	2	1	0	
L_THFL99	13	11	12	2	0	1	1	1	1	1	0	1	2	1	0	0	1	1	2	
L_THGY40	12	9	13	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	4	
L_THH7Y8	10	9	13	1	0	1	1	0	0	1	1	1	0	1	2	1	1	0	0	
L_THKRC7	14	11	11	3	0	1	1	2	0	1	0	1	1	1	1	2	1	0	2	
L_THL42L	15	13	12	2	0	1	1	1	1	1	1	2	1	1	1	1	0	1	2	
L_THMG9B	14	11	11	3	0	2	1	1	1	1	2	1	1	1	1	2	0	0	0	
L_THQDNY	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_THS9TN	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_THTCTP	11	10	13	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	2	
L_THWV0N	11	9	12	2	0	2	1	0	0	1	1	2	1	1	1	1	0	0	0	
L_THXRRM	11	10	13	1	0	1	1	2	0	1	1	1	1	1	1	1	0	0	0	
L_TJ536V	12	10	12	2	0	2	1	1	1	1	1	0	0	0	1	0	1	1	2	
L_TJ9T55	10	10	14	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_TJBF0R	15	12	11	3	0	2	2	1	1	1	1	1	1	1	2	1	0	0	1	
L_TJG22W	11	10	13	1	0	1	1	0	1	1	1	2	1	1	1	1	0	0	0	
L_TJG2JM	14	12	12	2	0	2	1	1	1	1	0	1	1	1	0	1	1	1	2	
L_TJG7VV	12	10	12	2	0	2	1	1	1	1	1	1	0	1	1	2	0	0	0	
L_TJGGW3	12	11	13	1	0	1	1	1	1	1	1	1	0	0	2	1	1	0	1	
L_TJHN2G	10	8	12	2	0	2	1	0	0	1	0	1	0	1	0	0	1	1	2	
L_TJLM7T	13	11	12	2	0	2	1	1	1	1	1	0	0	0	1	1	1	1	2	
L_TJM0BF	11	8	11	3	0	0	0	0	0	0	0	2	2	1	1	1	1	1	2	
L_TJM2D8	11	10	13	1	0	2	1	1	1	0	1	1	1	1	1	1	0	0	0	
L_TJN8NJ	15	13	12	2	0	2	1	1	1	1	1	0	1	1	1	1	1	1	2	
L_TJQFQS	11	10	13	1	0	1	1	1	1	1	1	1	1	2	1	0	0	0	0	
L_TJQYSV	11	10	13	1	0	2	1	1	1	1	1	1	0	1	0	0	1	1	0	
L_TJVG52	11	10	13	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	2	
L_TJX9Z1	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TK33HF	10	10	14	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_TK3LZD	13	11	12	2	0	2	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_TK623X	13	11	12	2	0	2	1	1	1	1	1	1	0	1	1	1	0	0	2	
L_TK68DW	15	3	12	0	2	0	0	0	0	0	0	3	0	1	0	11	0	0	0	
L_TK9C1Q	12	11	13	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	2	
L_TK9KHC	11	10	13	1	0	2	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_TKB797	15	10	11	1	2	1	1	1	1	2	1	3	0	3	0	1	0	0	1	
L_TKG31W	15	12	11	3	0	2	1	2	1	2	1	1	1	1	1	1	0	1	0	
L_TKJBDN	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_TKLYCP	11	9	12	2	0	2	1	1	0	1	1	1	0	1	1	2	0	0	0	
L_TKMFBM	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TKQLVF	15	11	11	2	1	1	1	1	1	1	1	2	0	2	3	0	1	1	0	
L_TKRQ71	14	13	13	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_TKSJ5C	15	11	11	2	1	1	1	1	1	1	1	0	0	1	0	1	2	2	3	
L_TKTD2R	11	10	13	1	0	1	1	2	1	1	1	1	1	1	0	1	0	0	0	
L_TKXLL2	13	10	11	3	0	2	1	1	1	1	2	1	0	2	1	1	0	0	0	
L_TKXYZZ	11	10	13	1	0	1	1	1	0	1	1	1	1	1	1	2	0	0	0	
L_TKYFVF	9	6	12	1	1	0	0	0	0	1	1	0	0	1	1	2	0	0	3	
L_TL0D39	15	13	12	2	0	1	1	1	1	1	1	1	1	1	1	2	0	1	2	
L_TL1QBV	15	13	12	2	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	
L_TL1QXH	10	10	14	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	
L_TL227Y	14	8	10	2	2	2	1	3	3	1	0	0	0	0	0	0	1	1	2	
L_TL4YHX	14	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	7	5	
L_TL60NM	13	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	5	
L_TL61FP	14	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	4	6	
L_TL8F8Z	14	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	8	
L_TL94HW	13	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	5	4	
L_TLC8JJ	14	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	5	4	5	
L_TLD403	14	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	7	
L_TLDJY8	14	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	8	
L_TLFB9V	14	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	7	
L_TLFSYX	13	4	11	1	2	0	0	0	0	0	1	0	0	0	0	0	2	3	7	
L_TLKGWW	14	2	12	0	2	0	0	0	0	0	0	0	0	0	0	0	11	3	0	
L_TLM96G	14	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	6	7	
L_TLMV0L	13	6	10	2	2	0	0	0	0	0	1	0	0	3	0	1	2	2	4	
L_TLNC4H	14	2	12	0	2	0	0	0	0	0	0	0	0	0	0	0	7	7	0	
L_TLP8F9	13	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	6	6	
L_TLR2Q9	14	12	12	2	0	1	1	1	1	1	0	1	0	1	1	2	1	1	2	
L_TLWX08	14	4	12	0	2	1	0	0	0	0	0	3	0	1	9	0	0	0	0	
L_TM0TS4	14	7	10	2	2	0	0	0	0	0	0	1	1	1	0	2	2	4	3	
L_TM2C4C	14	4	11	1	2	0	0	0	0	0	0	1	0	0	0	0	2	3	8	
L_TM2T6H	14	7	11	1	2	1	1	0	0	1	0	2	0	0	0	0	1	3	5	
L_TM6N4F	8	6	12	2	0	0	0	0	0	0	0	1	1	2	0	1	1	0	2	
L_TM8NK6	14	5	12	0	2	0	0	0	0	1	0	1	0	0	0	0	5	1	6	
L_TMBBWT	14	4	10	2	2	0	2	2	4	6	0	0	0	0	0	0	0	0	0	
L_TMH43Z	14	7	10	2	2	2	4	0	0	0	1	1	0	3	0	0	0	1	2	
L_TMHMXC	14	4	11	1	2	0	0	0	0	0	0	0	0	0	1	0	4	2	7	
L_TMJQLG	14	7	10	2	2	0	0	0	0	0	0	3	0	2	1	1	2	1	4	
L_TMJT9H	14	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	4	8	
L_TMK62R	14	13	13	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	2	
L_TMNB7Z	11	8	12	1	1	1	0	0	0	0	1	1	1	0	3	0	1	1	2	
L_TMV3WS	13	8	12	0	2	1	0	0	0	0	0	4	0	3	1	1	1	1	1	
L_TMWB6G	14	7	9	4	1	1	4	1	2	2	2	0	0	0	2	0	0	0	0	
L_TMY3M4	14	13	13	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	2	
L_TN0B8Z	14	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	8	
L_TN281F	14	6	11	1	2	1	1	0	0	0	0	0	0	0	1	2	0	5	4	
L_TN2MY2	12	4	13	0	1	1	0	0	0	1	9	0	0	0	0	0	0	0	1	
L_TN3DS6	14	8	10	2	2	1	3	2	0	1	1	3	0	2	0	0	0	0	1	
L_TN4BRF	13	10	11	3	0	2	1	0	0	1	1	1	0	1	2	0	1	1	2	
L_TN5BL6	13	9	12	1	1	1	1	1	0	1	0	0	0	0	1	4	1	1	2	
L_TN5KM5	13	10	11	3	0	2	1	0	1	1	1	1	1	1	0	2	0	0	2	
L_TN6SN2	14	6	11	1	2	2	0	0	0	0	0	1	6	1	1	3	0	0	0	
L_TN7CR2	14	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	7	5	
L_TN7NWX	14	6	11	2	1	0	0	0	0	0	0	7	1	2	0	0	1	1	2	
L_TNCPG8	11	11	14	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	
L_TND8MS	14	2	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	11	
L_TNDD98	13	9	11	2	1	2	1	1	1	1	1	3	0	2	1	0	0	0	0	
L_TNDJ49	14	5	11	1	2	1	2	3	0	7	1	0	0	0	0	0	0	0	0	
L_TNDXD3	11	9	12	2	0	2	1	1	0	1	0	1	0	0	1	0	1	1	2	
L_TNF5V1	13	9	10	4	0	2	1	1	0	1	1	2	1	2	0	2	0	0	0	
L_TNJHKZ	11	6	11	2	1	0	0	0	0	0	0	1	0	1	0	2	2	1	4	
L_TNJPFY	9	6	12	1	1	1	1	0	0	1	1	0	0	0	0	0	0	3	2	
L_TNMBBN	14	4	11	1	2	0	1	0	0	0	2	0	3	8	0	0	0	0	0	
L_TNMDFV	14	5	9	3	2	2	2	3	2	5	0	0	0	0	0	0	0	0	0	
L_TNMLNL	14	4	12	0	2	0	0	0	0	1	0	4	0	8	1	0	0	0	0	
L_TNMXH5	13	6	10	2	2	1	0	0	0	0	3	0	0	0	0	1	2	2	4	
L_TNN7CR	14	12	12	2	0	2	1	1	0	1	1	1	1	1	0	2	1	1	1	
L_TNR97B	14	4	10	1	3	3	2	0	0	0	6	0	0	0	0	3	0	0	0	
L_TNRVL9	14	8	11	1	2	0	1	1	1	1	4	0	0	0	0	0	1	2	3	
L_TP1HMM	12	6	10	2	2	2	0	0	0	1	3	3	1	2	0	0	0	0	0	
L_TP1M9C	13	9	10	4	0	2	2	1	0	2	2	1	1	1	1	0	0	0	0	
L_TP1TLJ	14	10	11	2	1	2	3	1	1	1	0	1	0	0	1	1	1	0	2	
L_TP207M	12	9	11	3	0	2	2	1	0	1	1	0	0	0	0	1	1	1	2	
L_TP3547	14	10	11	2	1	3	1	1	0	1	2	1	0	1	0	0	1	1	2	
L_TP3C1R	10	9	13	1	0	2	1	0	0	1	1	1	1	0	1	1	0	1	0	
L_TP3GHZ	12	8	10	4	0	1	0	2	1	2	1	2	0	2	1	0	0	0	0	
L_TP4G41	11	10	13	1	0	2	1	1	1	1	1	1	0	1	0	1	0	1	0	
L_TP4TF3	12	6	11	0	3	3	1	1	3	1	0	0	0	0	0	3	0	0	0	
L_TP546S	14	12	12	2	0	2	1	1	1	1	1	1	1	1	0	1	0	1	2	
L_TP5PWZ	14	9	10	3	1	3	2	2	0	2	1	1	0	1	1	1	0	0	0	
L_TP5TLT	12	10	12	2	0	2	1	1	1	1	1	1	1	1	0	2	0	0	0	
L_TP7BF3	11	10	13	1	0	2	1	1	1	1	1	0	0	1	1	0	1	1	0	
L_TP7X37	14	4	11	0	3	6	3	0	0	4	1	0	0	0	0	0	0	0	0	
L_TP8P90	14	13	13	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	0	
L_TPBVQJ	14	13	13	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	0	
L_TPD4YV	13	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	4	8	1	
L_TPL5R4	11	10	13	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	2	
L_TPN3KN	13	9	10	4	0	2	1	1	0	1	1	1	0	2	2	2	0	0	0	
L_TPQJLC	9	5	11	2	1	2	0	0	0	0	1	0	0	0	0	3	1	0	2	
L_TPW5PF	13	11	12	2	0	2	1	1	0	1	1	0	1	1	1	2	1	0	1	
L_TPWXBM	14	10	12	0	2	3	1	0	1	1	1	1	1	3	1	1	0	0	0	
L_TPZP43	13	9	10	4	0	2	2	0	0	2	1	1	0	1	2	1	0	0	1	
L_TQ2FL8	12	9	11	3	0	2	1	1	0	2	0	0	0	0	1	1	1	1	2	
L_TQ4WPT	12	9	11	3	0	2	1	1	1	1	0	1	1	0	0	2	0	0	2	
L_TQ5KB9	13	3	11	0	3	0	0	0	0	0	0	7	0	3	3	0	0	0	0	
L_TQ94KP	9	8	13	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	
L_TQC3KG	13	12	13	1	0	2	1	1	1	1	1	1	1	1	0	1	1	1	0	
L_TQFJ8N	13	5	11	1	2	0	0	0	0	4	0	1	0	0	0	2	0	1	5	
L_TQG51K	12	11	13	1	0	2	1	1	0	1	1	1	1	1	1	0	1	1	0	
L_TQJGZN	12	11	13	1	0	2	1	1	1	1	1	1	1	1	0	0	1	1	0	
L_TQK6PC	9	9	14	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	
L_TQK8N3	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TQLJBZ	14	8	11	1	2	4	1	1	0	1	2	1	1	0	0	3	0	0	0	
L_TQM5WD	10	8	12	2	0	0	0	0	0	0	0	1	1	1	1	2	1	1	2	
L_TQNHGW	13	11	12	2	0	2	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_TQNHW1	13	10	11	3	0	2	0	0	0	0	1	1	1	1	1	2	1	1	2	
L_TQQXRZ	11	10	13	1	0	2	1	1	1	1	1	0	0	0	1	1	1	1	0	
L_TQS4P5	12	11	13	1	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_TQSMBB	12	9	11	3	0	2	1	1	0	1	1	1	0	1	2	2	0	0	0	
L_TQVRFK	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TQVWD1	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	
L_TQW087	13	11	12	2	0	2	1	1	1	1	1	1	1	1	2	1	0	0	0	
L_TQWJT8	14	11	12	1	1	1	1	1	1	1	1	1	1	3	1	2	0	0	0	
L_TQWNSH	14	9	10	3	1	3	2	2	1	1	1	0	1	0	2	1	0	0	0	
L_TQY3C1	12	11	13	1	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	
L_TR1P5P	12	11	13	1	0	1	1	1	0	0	1	0	1	2	1	1	1	1	1	
L_TR6PPX	11	10	13	1	0	2	1	1	1	1	1	0	0	0	0	1	1	1	1	
L_TRC2ZG	10	10	14	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	
L_TRCWVS	13	11	13	0	1	3	1	1	1	1	1	1	1	0	0	1	1	0	1	
L_TRDKNQ	13	10	12	1	1	1	1	1	0	1	1	3	0	1	2	0	0	1	1	
L_TRG6SW	13	8	9	5	0	2	2	0	0	2	2	1	1	1	2	0	0	0	0	
L_TRG9LJ	14	9	11	2	1	4	1	1	1	2	2	1	1	1	0	0	0	0	0	
L_TRH9N4	10	10	14	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	
L_TRLH7P	11	8	12	1	1	3	2	1	1	1	1	0	1	0	0	1	0	0	0	
L_TRLRZ5	10	10	14	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TRPJS2	14	11	13	0	1	1	1	1	1	1	1	1	0	1	4	0	1	0	1	
L_TRPLMY	13	9	12	1	1	2	1	1	1	0	1	0	1	1	1	4	0	0	0	
L_TRRGRJ	11	10	13	1	0	2	1	0	1	1	1	1	1	1	0	1	0	0	1	
L_TRV6WD	10	8	13	0	1	1	1	0	0	0	1	1	1	1	1	3	0	0	0	
L_TRWCJ0	11	10	13	1	0	1	1	1	1	1	1	1	0	2	1	1	0	0	0	
L_TRWTS0	10	10	14	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	
L_TRXPYV	13	12	13	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	2	
L_TRXR5Q	12	11	13	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	2	
L_TRYLXZ	10	8	12	2	0	0	0	1	1	0	0	0	0	1	2	1	1	1	2	
L_TRZY13	14	12	12	2	0	2	1	1	1	1	0	1	1	1	1	0	1	1	2	
L_TS16SX	13	12	13	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	2	
L_TS184J	12	11	13	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	2	
L_TS4VP2	11	11	14	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	
L_TS5L7Y	12	11	13	1	0	2	1	1	1	1	0	1	0	1	1	1	1	0	1	
L_TS80X5	11	10	13	1	0	2	1	1	1	1	1	0	0	1	1	0	0	1	1	
L_TS9NNP	13	8	12	0	2	4	1	1	1	1	3	0	0	0	1	0	0	0	1	
L_TSBLN2	14	7	11	1	2	5	1	0	0	1	1	1	0	0	3	2	0	0	0	
L_TSBSZ9	10	7	11	3	0	2	1	0	0	1	2	2	0	1	0	1	0	0	0	
L_TSFXLK	10	9	13	1	0	2	1	0	1	1	1	1	0	1	1	1	0	0	0	
L_TSHTKT	11	11	14	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	
L_TSJTQY	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
L_TSN35K	14	11	11	3	0	2	1	1	0	1	1	2	1	1	2	1	1	0	0	
L_TSQKXK	12	11	13	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	2	
L_TSQNDP	9	8	13	1	0	2	1	0	1	1	0	1	1	1	0	1	0	0	0	
L_TSRXDF	14	7	12	1	1	1	1	0	1	1	1	7	0	0	2	0	0	0	0	
L_TST3JG	14	6	9	2	3	1	3	3	2	3	0	0	0	0	0	2	0	0	0	
L_TST8XP	12	9	11	3	0	1	0	0	0	0	1	2	1	2	1	0	1	1	2	
L_TSVPR7	11	9	12	2	0	2	0	0	0	0	1	1	1	1	1	0	1	1	2	
L_TSYRMD	13	11	12	2	0	2	1	0	0	1	1	1	0	1	1	1	1	1	2	
L_TT0F3S	10	9	13	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	2	
L_TT4J12	9	8	13	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	2	
L_TT53W3	13	12	13	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	2	
L_TT5JVZ	9	8	13	1	0	1	0	0	0	0	0	0	1	1	1	2	1	1	1	
L_TT7GTW	12	11	13	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	2	
L_TT8S08	11	11	14	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	
L_TTBVD8	13	11	12	2	0	2	1	1	1	1	1	0	1	0	1	0	1	1	2	
L_TTGH7X	12	10	12	2	0	2	1	1	0	1	1	1	0	0	1	0	1	1	2	
L_TTM65P	10	8	12	2	0	2	1	0	0	1	1	0	0	1	0	0	1	1	2	
L_TTMX0Y	13	12	13	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	2	
L_TTQ2VC	13	10	11	3	0	2	1	1	0	1	1	2	0	2	1	0	1	0	1	
L_TTRB67	12	10	12	2	0	2	1	1	1	1	1	1	0	1	0	0	1	0	2	
L_TTSQB2	13	11	12	2	0	2	1	1	1	0	1	1	1	1	0	1	1	0	2	
L_TTX8Q2	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TTXGZC	9	9	14	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	
L_TV1KMY	11	9	12	2	0	2	1	1	1	1	1	0	0	0	0	2	1	1	0	
L_TV4KK0	9	7	13	0	1	1	1	0	0	0	1	1	0	1	3	1	0	0	0	
L_TV4T69	9	8	13	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	
L_TV6DSJ	12	10	12	2	0	2	1	1	1	1	1	1	1	2	0	0	0	0	1	
L_TV6QTK	13	11	12	2	0	2	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_TV8D0S	13	11	12	2	0	2	1	1	1	1	1	1	2	1	1	1	0	0	0	
L_TVB1J6	13	12	13	1	0	2	1	1	1	1	0	1	1	1	1	1	1	1	0	
L_TVBSCD	14	7	10	2	2	2	0	0	0	0	0	1	0	1	2	0	4	1	3	
L_TVCF28	9	8	13	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	2	
L_TVCQ2J	11	10	13	1	0	1	1	1	0	1	1	1	1	0	0	0	1	2	1	
L_TVF7BP	9	9	14	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	
L_TVFF1T	12	11	13	1	0	2	0	1	0	1	0	1	1	1	1	1	1	1	1	
L_TVJP68	9	8	13	1	0	2	0	0	0	0	0	1	1	1	1	1	1	1	0	
L_TVM9Y8	10	7	11	3	0	2	0	0	0	0	1	0	0	0	2	1	1	1	2	
L_TVMXH3	11	9	12	2	0	2	1	1	1	1	0	0	0	0	0	1	1	1	2	
L_TVNX0V	14	4	11	1	2	0	0	0	0	0	0	0	2	0	0	0	1	6	5	
L_TVPNHH	11	8	11	3	0	2	1	1	0	1	1	2	0	0	0	0	1	0	2	
L_TVPWHD	14	8	11	0	3	1	1	0	1	1	1	3	0	0	0	0	0	3	3	
L_TVR4S4	10	9	13	1	0	2	1	1	0	1	1	1	0	1	1	0	0	1	0	
L_TVT6B0	11	11	14	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	
L_TVXS7Q	10	9	13	1	0	2	1	1	1	1	1	1	0	1	1	0	0	0	0	
L_TW0R21	9	8	13	1	0	0	2	0	1	1	1	1	1	1	1	0	0	0	0	
L_TW18TK	10	9	13	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	2	
L_TW5TD8	10	10	14	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	
L_TW6P0L	10	7	12	1	1	2	1	0	0	1	1	1	0	1	3	0	0	0	0	
L_TW6ZDH	11	10	13	1	0	2	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_TW7PXV	14	12	12	2	0	2	1	1	1	1	1	1	1	1	1	1	0	0	2	
L_TW7RTG	14	11	12	1	1	2	1	1	0	1	1	1	1	1	0	3	0	1	1	
L_TW90DX	9	8	13	1	0	2	1	1	0	0	0	0	0	1	1	1	1	1	0	
L_TWBXJZ	11	6	12	1	1	5	1	0	0	1	0	2	1	1	0	0	0	0	0	
L_TWGRR9	11	9	12	2	0	2	1	1	0	1	0	1	1	1	2	1	0	0	0	
L_TWGWMD	14	8	9	4	1	3	1	2	2	2	1	0	0	2	0	0	0	0	1	
L_TWKZSL	14	9	11	2	1	1	1	1	1	1	0	0	0	1	0	0	2	2	4	
L_TWN2NS	9	8	13	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	
L_TWQ6NL	9	9	14	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	
L_TWQM4W	14	13	13	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	
L_TWR85P	12	10	12	2	0	2	1	1	0	1	1	1	0	1	1	1	0	0	2	
L_TWS962	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
